model,url,price,Milage,fuel,Type,max_price
Chevrolet Cruze 2010-2011,https://www.cardekho.com/carmodels/Chevrolet/Chevrolet_Cruze_2010-2011,Rs.12.54 Lakh* ,18.3 kmpl1991,None,None,1254000.0
Chevrolet Cruze 2012-2014,https://www.cardekho.com/carmodels/Chevrolet/Chevrolet_Cruze_2012-2014,Rs.13.92 Lakh* ,17.3 kmpl1998,None,None,1392000.0
Chevrolet Cruze 2014-2016,https://www.cardekho.com/carmodels/Chevrolet/Chevrolet_Cruze_2014-2016,Rs.14.68 Lakh* ,17.9 kmpl1998,None,None,1468000.0
Chevrolet Cruze,https://www.cardekho.com/carmodels/Chevrolet/Chevrolet_Cruze,Rs.13.95 Lakh* ,17.9 kmpl1998,None,None,1395000.0
Chevrolet Enjoy,https://www.cardekho.com/carmodels/Chevrolet/Chevrolet_Enjoy,Rs.6.52 Lakh* ,13.7 kmpl1399,Petrol,None,652000.0
Chevrolet Enjoy 2013-2015,https://www.cardekho.com/carmodels/Chevrolet/Chevrolet_Enjoy_2013-2015,Rs.6.11 Lakh* ,13.7 kmpl1399,Petrol,None,611000.0
Chevrolet Forester,https://www.cardekho.com/carmodels/Chevrolet/Chevrolet_Forester,Rs.10 Lakh* ,None,Petrol,None,1000000.0
Chevrolet Optra,https://www.cardekho.com/carmodels/Chevrolet/Chevrolet_Optra,Rs.8.17 Lakh* ,17.4 kmpl1599,Petrol,None,817000.0
Chevrolet Optra Magnum,https://www.cardekho.com/carmodels/Chevrolet/Chevrolet_Optra_Magnum,Rs.7.41 Lakh* ,12.9 kmpl1598,Petrol,None,741000.0
Chevrolet Optra SRV,https://www.cardekho.com/carmodels/Chevrolet/Chevrolet_OptraSRV,Rs.6.98 Lakh* ,12.3 kmpl1598,Petrol,None,698000.0
Chevrolet Sail,https://www.cardekho.com/carmodels/Chevrolet/Chevrolet_Sail,Rs.5.77 Lakh* ,18.2 kmpl1199,Petrol,None,577000.0
Chevrolet Sail Hatchback,https://www.cardekho.com/carmodels/Chevrolet/Chevrolet_Sail_Hatchback,Rs.4.79 Lakh* ,18.2 kmpl1199,Petrol,None,479000.0
Chevrolet Sail Hatchback 2012-2013,https://www.cardekho.com/carmodels/Chevrolet/Chevrolet_Sail_Hatchback_2012-2013,Rs.4.29 Lakh* ,18.2 kmpl1199,Petrol,None,429000.0
Chevrolet Silverado,https://www.cardekho.com/carmodels/Chevrolet/Chevrolet_Silverado,Rs.8.17 Lakh* ,17.4 kmpl1498,Petrol,None,817000.0
Chevrolet Spark,https://www.cardekho.com/carmodels/Chevrolet/Chevrolet_Spark,Rs.3.34 Lakh* ,18.0 kmpl995,Petrol,None,334000.0
Chevrolet Spark 2007-2012,https://www.cardekho.com/carmodels/Chevrolet/Chevrolet_Spark_2007-2012,Rs.3.06 Lakh* ,16.0 kmpl995,Petrol,None,306000.0
Chevrolet Tavera 2003-2007,https://www.cardekho.com/carmodels/Chevrolet/Chevrolet_Tavera_2003-2007,Rs.7.23 Lakh* ,14.8 kmpl2499,None,None,723000.0
Chevrolet Tavera 2012-2017,https://www.cardekho.com/chevrolet/tavera-2012-2017,Rs.7.95 Lakh* ,13.58 kmpl2499,None,None,795000.0
Chevrolet Tavera,https://www.cardekho.com/carmodels/Chevrolet/Chevrolet_Tavera,Rs.8.54 Lakh* ,13.58 kmpl2499,None,None,853999.9999999999
Chevrolet Tavera Neo,https://www.cardekho.com/carmodels/Chevrolet/Chevrolet_Tavera_Neo,Rs.9.16 Lakh* ,14.8 kmpl2499,None,None,916000.0
Chevrolet Trailblazer,https://www.cardekho.com/carmodels/Chevrolet/Chevrolet_Trailblazer,Rs.26.99 Lakh* ,11.45 kmpl2776,None,None,2699000.0
